name,country,company_type,ownership,website,description,search_keyword,relevant,relevance_score
"Agilent Advanced Therapeutics, fka BIOVECTRA",,,Private,http://www.biovectra.com/,"BioVectra (a part of Agilent) is a global CDMO serving pharmaceutical and biotech companies with full-service cGMP solutions for intermediates, APIs, Drugs Substances and Drug Products. We operate out of 5 cGMP facilities located in North America."" [e153]",oncology,False,0
"Apollomics, Inc.",,treatment for,Public,https://www.apollomicsinc.com,"Apollomics is a clinical-stage oncology biopharmaceutical company with two core assets that have already secured six NMPA approvals in China, offering high-value, de-risked global partnering opportunities. Our lead asset, vebreltinib (APL-101), is a highly selective, potential best-in-class c-MET inhibitor with superior blood-brain barrier (BBB) permeability, currently approved for MET-altered NSC",oncology,True,1
Voro Therapetuics,,Investor,Private,https://www.vorotx.com,"Voro Therapeutics is a privately held biotechnology company based in San Diego, spun out of Alloy Therapeutics’ 82VS Venture Studio. The company’s PrimeBody platform is a best-in-class tumor-activated biologics technology that delivers systemic therapy with tumor-specific activation, achieving safe and durable anti-tumor responses. See More"" [e167]:",oncology,True,1
Emerald Bioventures,,Investor,Private,https://www.emerald.bio/,"Emerald Bioventures is a venture firm focused on new company creation"" [e175]:",oncology,False,0
EndoCyclic Therapeutics,,,Private,https://www.endocyclictherapeutics.com,"EndoCyclic Therapeutics is a clinical biopharmaceutical company focused on the discovery and development of best-in-class and first-in-class precision peptide therapeutics and diagnostics to address complex diseases of high unmet need in women's health and oncology. Its lead program, ENDO-205, is the first IND-cleared, non-hormonal targeted peptide therapeutic candidate for endometriosis designed ",oncology,True,1
University of Minnesota Foundation,,Investor,,http://www.research.umn.edu/techcomm,"The University of Minnesota has a long, proud history of innovation & discovery, and our office works to get the revolutionary technologies that result from this research into the hands of the public."" [e189]",oncology,False,0
Orange Grove Bio,,Investor,Private,https://www.orangegrovebio.com,"Orange Grove Bio is a company-creation and venture investment platform providing capital and R&D capabilities to early-stage therapeutics companies. We invest primarily in precision autoimmune and oncology therapeutics and are looking for company building opportunities through in-licensing of assets and IP, co-development partnerships, and select equity opportunities aligned with our therapeutic a",oncology,True,1
Degron Therapeutics,,". We're advancing multiple first-in-class MGD programs in oncology, immunology, metabolic, and rare diseases. Our most advanced program, a MGD for the RNA binding protein, HuR, is currently being evaluated in a Phase 1 trial in patients with solid tumors.",Private,https://www.degrontx.com,,oncology,True,2
Kamau Therapeutics,,.,Private,https://kamautx.com,"Kamau is a clinical stage company with a platform focused on targeted editing of kilobase length sequences in hematopoietic stem cells using homology directed repair. In addition to our curative clinical-stage program in sickle cell disease, our research is taking us towards applications of the platform in oncology, hematology, and CNS."" [e213]:",oncology,True,1
Elpiscience Biopharma,,,Private,http://www.elpiscience.com/,"Elpiscience is a clinical-stage biopharmaceutical company dedicated to the development of innovative immunotherapies for oncology and autoimmune diseases. By advancing breakthrough biologics and leveraging global strategic partnerships, Elpiscience has built a differentiated pipeline to deliver transformative treatment solutions for patients worldwide. See More"" [e34]:",oncology,True,1
LinDo K.K.,,,Private,https://lindosi.com/en/home_en/,,oncology,False,0
SwedenBIO,,"is an AI-driven drug discovery company targeting hard-to-drug protein complexes, by combining structural proteomics with computational predictions.",Private,https://swedenbio.se/information-in-english/,,oncology,True,2
Protai,,AIMS™ platform enabling end-to-end drug discovery for biopharma across indications,Private,https://www.protai.bio/,,oncology,True,1
BTB Therapeutics,,,Private,https://btbtherapeutics.com,"BTB Therapeutics is a clinical stage drug development company with BTB-101 (a non-opioid analgesic) for acute post-op pain management in Phase 2, and small molecule-based RNA splicing modifiers for rare diseases and immuno-oncology indications.https://www.btbtherapeutics.com/en/"" [e62]:",oncology,True,1
Starpharma,,,Public,https://www.starpharma.com,"Starpharma is a world leader in the development of dendrimer drug delivery products for pharmaceutical and life science applications."" [e69]:",oncology,False,0
Ethicare Clinical Trial Services,,,Private,https://www.ethicare-cro.com/,"Ethicare Clinical Trial Services is a full-spectrum Clinical Research Organization (CRO) headquartered in Ahmedabad, India. We specialize in quality-driven Phase II–IV Clinical Trial Management, Global Pharmacovigilance, Clinical Data Management, Medical Writing, Clinical Monitoring, Audits, and Regulatory Consulting. Serving Pharmaceutical, Biotech, Medical Device, and Nutraceutical companies wor",oncology,True,2
Ellipses Pharma Ltd,,,Private,https://www.ellipses.life,"Ellipses Pharma is a clinical stage biotech company focused on developing innovative oncology therapies."" [e84]:",oncology,True,1
RocketBio,,,Private,https://www.rocketbiocapital.com/,"Rocket Bio is a family office advancing tissue engineering and biotools by investing in companies with a long-term view. We partner closely with portfolio companies, acting as an extension of their team to build great businesses. Through a strong network, we bridge scientific breakthroughs with real-world medical solutions—always focused on improving patient outcomes. See More"" [e91]:",oncology,False,0
"Novomedix, LLC",,,Private,https://www.novomedix.com,"NovoMedix discovers and develops proprietary, orally-bioavailable, targeted small molecules for the treatment of fibrosis, cardiovascular diseases, and cancer. The company expects to file an IND for TNBC this year and an IND IPF in the next two years."" [e99]:",oncology,True,1
"Gain Therapeutics, Inc.",,,Public,http://www.gaintherapeutics.com,"Gain Therapeutics is a clinical-stage biotech company transforming drug discovery with its AI drug discovery platform by identifying novel allosteric binding sites and small molecules to treat CNS disorders, cancer, and other complex diseases."" [e106]",oncology,True,3
Biohope Pharmaceutical,,,Private,https://biohope.com.ar/,"Biohope is a pharmaceutical company that was born with the objective to develop, commercialize and support high specialty molecules in South America. In-licensing is a core pillar to our growth as a company. We work hard to build mutually successful relationships with our Rare Disease & Oncology partners."" [e113]:",oncology,True,1
"Nippon Kayaku Co., Ltd.",,,Public,http://www.nipponkayaku.co.jp/english/,"Nippon Kayaku Co., Ltd. is a Japanese pharmaceutical company specializing in oncology and oncology-related fields. We are seeking late-stage new sales and development products to strengthen our pipeline."" [e120]",oncology,True,1
Kimia Therapeutics,,,Private,https://www.kimiatx.com,"Kimia Therapeutics, Inc. is a preclinical stage, private biotechnology company with a unique high throughput generative chemistry and direct to biology platform for small molecule discovery. ATLAS, is guided by machine learning to help drive towards non-intuitive chemical space and lead to solutions for undruggable targets. We are building an internal pipeline in oncology and immunology of novel a",oncology,True,2
APIKAL Therapeutics,,,Private,https://www.apikaltx.com,,oncology,False,0
"Prediction BioSciences, SAS",,,Private,https://www.predict.net,"Prediction BioSciences is a Lyon-based biotherapeutics company working to develop therapies for stroke and orphan neurodegenerative diseases"" [e143]",oncology,False,0
Secarna Pharmaceuticals,,,Private,https://www.secarna.com,,oncology,False,0
AriBio,,"is an AI-driven biotechnology company specializing in antibody discovery and therapeutic development for oncology and neurodegenerative diseases. Our platform integrates Deep Mutational Scanning (DMS), high-throughput phenotyping (FACS, live-cell imaging), SPR-based interaction analysis, and NGS with advanced AI models to map genotype–phenotype relationships at scale. This combined experimental–computational approach enables rapid identification and optimization of antibody candidates with improved affinity, specificity, and developability. We aim to accelerate discovery timelines and reduce cost by generating predictive insights earlier in the R&D process. AI Cloud is seeking global partners for antibody discovery collaborations, DMS-based optimization projects, and co-development of therapeutic programs.",Private,https://www.aribio.com,"AriBio is a biotechnology company focused on creating impactful therapies for neurodegenerative diseases."" [e156]",oncology,True,2
AIcloud,,"is an AI-driven biotechnology company specializing in antibody discovery and therapeutic development for oncology and neurodegenerative diseases. Our platform integrates Deep Mutational Scanning (DMS), high-throughput phenotyping (FACS, live-cell imaging), SPR-based interaction analysis, and NGS with advanced AI models to map genotype–phenotype relationships at scale. This combined experimental–computational approach enables rapid identification and optimization of antibody candidates with improved affinity, specificity, and developability. We aim to accelerate discovery timelines and reduce cost by generating predictive insights earlier in the R&D process. AI Cloud is seeking global partners for antibody discovery collaborations, DMS-based optimization projects, and co-development of therapeutic programs.",Private,https://www.aicloud.biz,"AI Cloud is an AI-driven biotechnology company specializing in antibody discovery and therapeutic development for oncology and neurodegenerative diseases. Our platform integrates Deep Mutational Scanning (DMS), high-throughput phenotyping (FACS, live-cell imaging), SPR-based interaction analysis, and NGS with advanced AI models to map genotype–phenotype relationships at scale. This combined experi",oncology,True,2
Formiica Pharmaceuticals Pte. Ltd.,,,Private,http://www.breezebio.com/,"Asian Private Equity pharma company looking to in-license biosimilars and innovative specialty drugs through broad range of deal models, from late stage co-development to in-licensing. We are also open to invest in companies and/or acquire products rights that are in phase 3, have been submiited for approval or that are launched somewhere.Key focus is assets for Japan, Australia and South East Asi",oncology,False,0
BreezeBio,,,Private,http://www.breezebio.com/,,oncology,False,0
"Bukwang Pharmaceutical, Co. Ltd",,Presenting Company Member,Public,http://www.bukwang.co.kr,,oncology,False,0
King Saud bin Abdulaziz University for Health Sciences (KSAU-HS),,Presenting Company Member,Private,https://www.brillance.pl,,oncology,False,0
Brillance,,,Private,https://www.brillance.pl,,oncology,False,0
Orum Therapeutics,,,Public,https://www.orumrx.com,"Degrader Antibody Conjugates (DACs) for oncology and other difficult to treat disease."" [e209]:",oncology,True,1
"Chulalongkorn University - Baiya Phytopharm Co., Ltd",,,Private,https://baiyaphytopharm.com/,"Baiya Phytopharm, founded in 2018 as a spin-off from Chulalongkorn University, was co-founded by Waranyoo Phoolcharoen, PhD, an expert in plant-produced proteins, and Suthira Taychakhoonavudh, PhD, an expert in health economics. The company develops impactful biopharmaceuticals using its proprietary BaiyaPharming™ plant-based platform to produce recombinant therapeutic proteins. Its strategy inclu",oncology,False,0
WestGene,,,Private,https://www.westgenepharma.com,"Clinical-stage biotech advancing mRNA therapeutics through proprietary LNP, tLNP, and immuno-enhancer platforms. WestGene’s pipeline includes therapeutic cancer vaccines, in vivo CAR-T, and mRNA programs in oncology, metabolic, and autoimmune diseases, supported by early clinical validation and global partnership initiatives."" [e42]:",oncology,True,2
Minomic,,,Private,http://www.micheckprostate.com,"Minomic is a cancer-focused diagnostics company offers a next-generation test in prostate cancer. The technology works through the implementation of a liquid biopsy, involving a blood test that can differentiate aggressive from non-aggressive tumours"" [e49]",oncology,True,1
"Genexine, Inc.",,,Public,https://www.genexine.com,"(PLEASE NO CRO/CMO REQUESTS.) Established 1999, Genexine(KOSDAQ 095700) is a 1st generation Korean biotech company at developing innovative drugs in preclinical and clinical-stages with first-in-class oncology assets based on the proprietary next generation TPD technology, bioPROTAC & long-acting bio-better platform & DNA cancer vaccine. See More"" [e56]:",oncology,True,2
"KH Neochem Co., Ltd.",,,Public,https://www.khneochem.co.jp/en/solution/glycan/,,oncology,False,0
Acepodia Biotech,,.,Public,https://www.acepodia.com/,,oncology,False,0
Vectiopep OÜ,,,Private,http://www.vectiopep.ee/,"VECTIOPEP — >99% immune-cell selective mRNA delivery, 10x T-cell activation vs LNP. Pre-clinical oncology platform + MSS CRC lead asset. Seeking Seed. Vectiopep's non-viral, peptide-based platform delivers mRNA selectively to T cells and lymph nodes — unlike LNPs, which deposit >90% of their cargo in the liver. This eliminates tolerization risk and drives 10x stronger antigen-specific cytotoxic T-",oncology,True,1
"Curacle Co., Ltd.",,,Public,https://curacle.com/?lang=en,"Curacle is a clinical stage biopharma focusing on discovering treatments for endothelial cell dysfunction. By restoring vascular damage and normalizing vessels, we aim to develop treatments for ophthalmology, renal diseases, and chronic diseases."" [e88]:",oncology,False,0
"Sebastian Biopharma, Inc",,,Private,https://Sebastian,,oncology,False,0
Huonslab,,,Private,https://www.huonslab.com,"Huonslab Co.,Ltd, a subsidiary of Huons Global, is a biotech company dedicated to advancing biologics and innovative drug delivery solutions. Established in 2018, Huonslab has built strong R&D expertise with a focus on its proprietary HyDIFFUZE™ (rHuPH20) platform, which converts hours-long IV antibody infusions into quick subcutaneous injections completed in just minutes. Huonslab Co.,Ltd is comm",oncology,False,0
Covalab,,"State-of-the-art platform for custom engineering of advanced formats, including",,https://www.covalab.com,,oncology,False,0
"VSPharm Tech Co., Ltd.",,"We are a clinical-stage biotechnology company dedicated to developing transformative oncology therapeutics. By engineering innovations that overcome the inherent limitations of today’s established cancer treatments, we aim to fundamentally improve the lives of cancer patients undergoing therapy. With a strong scientific foundation, a differentiated pipeline, and an expanding global footprint, we are committed to delivering oncology innovations that redefine what patients can expect from cancer therapy.",Private,https://www.vspharmtech.com/,,oncology,True,2
Resolution Therapeutics,,in compensated cirrhosis.,Private,https://resolution-tx.com/,"Pioneering Regenerative Macrophage Therapy in Inflammatory and Fibrotic Diseases.Clinical stage company with lead asset in Ph1/2 in end-stage liver disease, with clinical PoC in compensated cirrhosis."" [e125]:",oncology,False,0
Novartis,,We are actively seeking,Public,https://www.novartis.com/partnering,,oncology,False,0
Al Ittihad Drug Store,,""", a larger organization with""",,https://www.ids.ae,"We are actively seeking in-licensing and commercialization opportunities in the UAE and MENA region with manufacturers, marketing authorization holders, and licensors across biologics, biosimilars, specialty pharmaceuticals, innovative therapies, and select value-added generics, with focus on late-stage, near-commercial, and marketed products.We are NOT looking for R&D services, APIs, Intermediate",oncology,False,0
Blood Cancer United,,Investor,,https://bloodcancerunited.org/research/therapy-acceleration-program-tap,"TAP is the venture philanthropy program of Blood Cancer United (formerly The Leukemia & Lymphoma Society) the largest voluntary health organization dedicated to funding research, finding cures and ensuring access to treatments for blood cancer patients. TAP BCU, LLC is on Pitchbook at:Therapy Acceleration Program (TAP) - Investor Profile See More"" [e147]:",oncology,True,1
Innopharmax Inc.,,""", etc.""",Public,http://www.innopharmax.com/,,oncology,False,0
eTheRNA immunotherapies,,,Private,http://www.etherna.be/,,oncology,False,0
Weka Biosciences,,,Private,http://www.wekabiosciences.com,"Weka Biosciences is developing a new class of recombinant glycosaminoglycan polymers with proprietary all-α linkage chemistry, with applications in therapeutics and chiral chromatography."" [e170]:",oncology,False,0
"PrecisemAb Biotech Co., Ltd.",,"is leveraged to develop disease-directed antibody therapy with higher safety and efficacy to solve systemic toxicity. Antibody Lock, which allows antibody drugs, including ADC and bispecific antibodies, to take effect only in diseased areas, solving systemic toxicity and making antibody treatment safe and effective.",Private,https://www.precisemab.com.tw/Home,"PrecisemAb Universal Antibody Lock is leveraged to develop disease-directed antibody therapy with higher safety and efficacy to solve systemic toxicity. Antibody Lock, which allows antibody drugs, including ADC and bispecific antibodies, to take effect only in diseased areas, solving systemic toxicity and making antibody treatment safe and effective. See More"" [e177]:",oncology,False,0
Peptomyc SL,,,Private,https://www.peptomyc.com/,"Peptomyc is a clinical-stage oncology company developing first-in-class cell-penetrating miniproteins targeting MYC, one of oncology’s most sought-after targets and dysregulated in most cancers. Its lead asset, OMO-103, is the first direct MYC inhibitor to achieve clinical validation, with Phase I completed and ongoing clinical development in metastatic pancreatic cancer and other selected solid t",oncology,True,3
HeXem Bio Inc.,,opportunities.,Private,https://www.hexemb.io,"HexemBio is a preclinical biotech developing regenerative therapies from a Synthetic Human Yolk Sac technology. Tri-modality output (cells, secretome, peptides) for hematology/oncology, women's health and dermatology. Received FDA Orphan Drug Designation; Pre-IND complete; FIH 2027. We are looking for co-development / research / commercialization partnerships and investment opportunities. See More",oncology,True,1
Boston Children’s Hospital,,"FDA-approved CRISPR-based drug, and others).",,https://tido.childrenshospital.org/,"Boston Children's Hospital (BCH) is home to the world's largest research enterprise based at a pediatric hospital. More than 3,000 scientists comprise our research community, including 12 members of the National Academy of Sciences and 21 current HHMI members. BCH’s Technology & Innovation Development Office (TIDO) supports the translation of the Hospital’s cutting-edge research into transformativ",oncology,False,0
Arvinas,,,Public,http://WWW.ARVINAS.COM,"Arvinas is a biopharmaceutical company dedicated to improving the lives of patients suffering from debilitating and life-threatening diseases through the discovery, development, and commercialization of therapies to degrade disease-causing proteins."" [e209]",oncology,False,0
Eurofarma Laboratórios SA,,,Private,https://www.eurofarma.com.br,"Regional Pharma in Latin America looking for innovative drugs in-licensing through broad range of flexible deal models, from exclusive distributorship to co-development in clinical stages."" [e216]",oncology,False,0
"IMBdx, Inc.",,,Public,https://www.imbdx.com/eng/,"IMBdx is a precision oncology company focused on developing solutions for safe and accurate cancer diagnosis and monitoring."" [e34]",oncology,True,2
Antharis Therapeutics,,,Private,https://www.antharistherapeutics.com,"Antharis Therapeutics is a private biopharmaceutical company located in San Diego, California and is engaged in the discovery and development of monoclonal antibodies (mAbs) and antibody-drug conjugates (ADCs) as next-generation treatments for oncology and other unmet medical needs. Antharis has 5+ advanced assets with one ADC targeting CDH17 scheduled to enter the clinic over the next year. We ow",oncology,True,1
A28 Therapeutics,,,Private,http://www.a28therapeutics.com,"$25M series A for targeted oncology therapeutic platform with accelerated approval opportunity for AT-101 within three (3) years"" [e49]",oncology,True,1
BioNTech,,,Public,http://www.biontech.de,"BioNTech is a global, clinical stage biopharmaceutical company that researches, develops, and manufactures innovative, highly potent and well tolerated immunotherapies."" [e56]",oncology,False,0
BioMed Commercialization Center (BMCC),,,,http://www.biip-dcc.org/en/index,"The BMCC was set up in 2017 under the Taiwan government's Biomedical Industrial Innovation Promotion Program (BIIP), which aims to position Taiwan as the hub of biomedical research and development in the Asia-Pacific region."" [e63]",oncology,False,0
Novorex Inc.,,,Private,http://novorex.com/en/,,oncology,False,0
Headlamp Health,,,Private,https://www.headlamp.com,"Headlamp Health has developed Lumos AI, an agentic, neuro-symbolic platform purpose-built for precision neuropsychiatry. Lumos AI delivers a specialized reasoning layer that consistently outperforms general-purpose models in clinical comprehensiveness and epistemic calibration. Lumos AI is used for derisking and accelerating R&D and real world treatment decision support. We are seeking to investor",oncology,False,0
"Senhwa Biosciences, Inc.",,,Public,http://www.senhwabiosciences.com/,"Senhwa Biosciences Inc. (TPEx:6492) is a precision therapy company focusing on developing First-in-Class therapeutics for patients with unmet medical needs."" [e85]",oncology,False,0
Valinor,,,Private,https://valinordiscovery.com/,"Valinor Discovery is a private and venture-backed frontier machine learning company for multi-modal patient representation modeling. We train our models on longitudinal clinical datasets from paired multi-modal molecular data and clinical health records for many clinical use cases including treatment response prediction, time to event modeling, and patient selection biomarker discovery. Our models",oncology,True,2
"BioMed Valley Discoveries, Inc.",,,Private,https://www.biomed-valley.com,,oncology,False,0
ImmunoBiochem Corporation,,,Private,http://www.immunobiochem.com/,"ImmunoBiochem is a pharma-partnered biotech developing novel degrader-antibody conjugate (DAC) therapeutics for precision immunology. DACs access unique mechanisms via targets on both the surface and inside cells, not accessible to other modalities, with a multi-modal layered logic-gated control of selectivity and potency for precise regulation of immunobiology. ImmunoBiochem's synthetic payloads,",oncology,False,0
The Scripps Research Institute,,,Private,https://www.scripps.edu,"Scripps Research is an independent, nonprofit biomedical institute ranked one of the most influential in the world for its impact on innovation by Nature Index. We are advancing human health through profound discoveries that address pressing medical concerns around the globe."" [e115]:",oncology,False,0
Rise Therapeutics,,,Private,https://www.risetherapeutics.com,"Rise Therapeutics is a clinical-stage developer of targeted oral immunotherapy drugs. We leverage our product development experience and clinical GMP manufacturing infrastructure to develop novel Oral Immune Biomodulators for the treatment of autoimmunity and cancer."" [e122]:",oncology,True,1
University of Pittsburgh,,,Private,https://www.oiep.pitt.edu/,"The University of Pittsburgh is a top-tier research university with $1.2B in life sciences R&D and a top-6 NIH funding rank. Pitt excels in oncology, neuroscience, immunotherapy, aging, precision medicine, and regenerative medicine. With deep clinical integration, cutting-edge tech platforms, and a culture of innovation, Pitt is a leading partner for translational science and therapeutic developme",oncology,True,2
Abzena,,,Private,https://www.abzena.com,"Abzena is the leading end-to-end bioconjugate (ADCs, AOCs, RDCs) and complex biologics CDMO + CRO. From discovery through commercial, we support customers with fully integrated programs or individual services that de-risk and streamline the development of new medicines. With over two decades of experience, 2000+ conjugates developed and over 100+ cell lines developed, we have the expertise and tec",oncology,False,0
Tidewave Biotech Inc,,,Private,https://www.tidewavebio.com,"Tidewave Bio is developing a point-of-care enabled precision immunotherapy platform for solid tumors. Its approach combines a centrally manufactured, off-the-shelf, gene-enhanced allogeneic dendritic cell product, TBC-1, with a proprietary biopsy processing system, BPS-1, that converts a patient’s tumor biopsy into a personalized neoantigen input in real time. The platform is designed to address k",oncology,True,1
Stifel,,,Public,https://stifelinstitutional.com/capabilities/investment-banking/industry-coverage/healthcare/,"Stifel is a leading healthcare banking firm with over 100 persons serving the life sciences and healthcare services business worldwide. Stifel recently acquired Torreya, a leading firm engaged in biopharma sector partnering and M&A."" [e153]",oncology,False,0
Immedica,,,Private,http://www.immedica.com,"***PLEASE NOTE THAT WE ARE NOT INTERESTED IN MEETING WITH SERVICE PROVIDERS AT THIS CONFERENCE*** Immedica Pharma is a rapidly growing Global commercial-stage biopharmaceutical company focused on rare disease. Headquartered in Stockholm, Sweden and backed by the investment firms KKR & Impilo, Immedica has direct commercial operations across Europe, MENA and the US. Immedica has a dedicated focus a",oncology,False,0
Molecule Mind,,into a unified AI workflow—dramatically reducing the iterative experimental cycles typically required to reach the Preclinical Target Product Profile (TPP). Early-stage assets are also available for out-licensing.,Private,http://www.moleculemind.com/,,oncology,False,0
Jubilant Therapeutics Inc.,,,Private,http://www.jubilanttx.com/,"Jubilant Therapeutics is focused on discovery and development of novel small molecules for the treatment of cancer and autoimmune disorders."" [e176]",oncology,True,1
"Jecho Laboratories, Inc",,,Private,https://www.jecholabs.com,"Jecho is a clinical-stage drug discovery company developing innovative biologics, including antibodies, fusion proteins, cytokines, T cell engagers, and ADCs. Our primary therapeutic area of focus is oncology, including solid tumors. We recently published several of our preclinical programs at AACR 2025, SITC 2025, World ADC Congress, and PEGS 2026. Jecho has also developed extensive VHH and scFv ",oncology,True,3
"OBI Pharma, Inc.",,,Public,https://www.obipharma.com,"OBI Pharma is developing novel ADCs powered by our proprietary ADC technologies. Our pipeline includes OBI-902 (TROP2 ADC), OBI-904 (Nectin-4 ADC), OBI-201 (TROP2xHER2 bispecific ADC), and OBI-221 (cMETxHER3 bispecific dual payload ADC). Our ADCs are powered by OBI's proprietary Obrion® ADC technologies. **Please no service provider requests** See More"" [e191]:",oncology,False,0
Defence Therapeutics Inc.,,""", is designed to enhance the performance of targeted biologics by overcoming endosomal entrapment and improving intracellular trafficking. When conjugated onto antibody–drug conjugates (ADCs) and radioimmune conjugates (RICs), Accum® increases delivery of therapeutic payloads to the most damaging intracellular compartments within cancer cells, improving efficacy at lower doses. With its plug-and-play design, Accum® preserves the developability of the parent biologic and enables straightforward integration into existing manufacturing workflows or next-generation assets. Defence is actively seeking licensing and co-development partnerships to unlock the full potential of Accum® across targeted oncology therapies.""",,https://defencetherapeutics.com/,"Defence Therapeutics’ proprietary intracellular drug delivery platform, Accum®, is designed to enhance the performance of targeted biologics by overcoming endosomal entrapment and improving intracellular trafficking. When conjugated onto antibody–drug conjugates (ADCs) and radioimmune conjugates (RICs), Accum® increases delivery of therapeutic payloads to the most damaging intracellular compartmen",oncology,True,2
MedinCell,,,Public,https://www.medincell.com,"MedinCell is a commercial stage drug delivery company developing long acting injectables with BEPO®, its game-changing technology platform enabling controlled and sustained release for both local and systemic drug delivery."" [e207]",oncology,False,0
Adium,,,Private,https://www.adiumpharma.com,"Adium is one of the leading specialty pharmaceutical companies in Latin America, with direct presence and regional reach across all LATAM markets. We have built a strong platform focused on Oncology, Immunology and Rare Diseases, supporting innovative therapies from global biotech and pharma partners. See More"" [e214]:",oncology,True,1
"Relay Therapeutics, Inc",,,Public,https://www.relaytx.com,Relay Therapeutics (RLAY) is a clinical-stage precision medicine company transforming the drug discovery process by combining leading-edge computational and experimental technologies with the goal of bringing life-changing therapies to patients. Key disclosed programs include:RLY-2608 - the first mutant-selective PI3Kα inhibitor for Breast Cancer and Vascular AnomaliesRLY-8161 - the first NRASs-se,oncology,True,3
Kanglin Biotec,,,Private,https://www.kanexthal.com/,,oncology,False,0
Justin Stindt Consulting GmbH,,,Private,https://jstindt.com/,"Justin Stindt Consulting leverages in-depth payer insight to create robust market access and pricing strategies and forecast assumptions for pharma, biotech and medtech companies."" [e48]",oncology,False,0
Smooth Drug Development,,,Private,https://www.smoothdd.com,,oncology,False,0
"ILAb Co., Ltd.",,,Private,http://ilab.co.kr/,,oncology,False,0
ALKemist Bio srl,,Investor,Public,http://www.ganlee.com,,oncology,False,0
Gan & Lee Pharmaceuticals,,Investor,Public,http://www.ganlee.com,,oncology,False,0
Medpacto Inc.,,,Public,http://medpacto.com/eng/,"MedPacto is a clinical-stage biotechnology company committed to developing innovative, targeted therapeutics. Our expertise lies in identifying novel targets and developing first-in-class and best-in-class drugs with a primary focus in oncology and immune-oncology."" [e84]:",oncology,True,1
ArkGen BioScions,,,Private,https://www.arkgenbio.com/,,oncology,False,0
"Alphina Therapeutics, Inc.",,,Private,https://www.alphinatx.com/,"Alphina is redefining precision oncology for ADCs with a novel linker-payload platform paired with a patient selection strategy based on payload sensitivity."" [e99]:",oncology,True,1
Harbour BioMed,,,Public,http://www.harbourbiomed.com,"Harbour BioMed is a global biopharmaceutical company discovering and developing innovative therapeutics for cancer with a focus on immuno-oncology and immunological diseases."" [e106]",oncology,True,2
Swiss Rockets AG,,". The Swiss Rockets group invests in early-stage innovation and company creation with the aim of advancing programs through clinical proof-of-concept prior to out-licensing for late-stage development and commercialization. Following the recent acquisition of Complete Genomics, Swiss Rockets is further strengthening its capabilities in genomics and precision medicine, enabling deeper integration of genomic insights into its portfolio companies and accelerating the development of targeted therapeutic and diagnostic programs.",,https://swissrockets.com,"Swiss Rockets AG (SWR) is a Basel, Switzerland-based biotech incubator and accelerator established in 2018, with a portfolio of assets in oncology, precancerous dermatology, immunology and infectious disease. The Swiss Rockets group invests in early-stage innovation and company creation with the aim of advancing programs through clinical proof-of-concept prior to out-licensing for late-stage devel",oncology,True,2
"AiViva BioPharma, Inc.",,". AIV001 is an intradermal axitinib therapy for scar management and non-melanoma skin cancer, with clinical data supporting local tolerability, minimal systemic exposure, reduced fibrosis, and normal wound healing. AiViva’s patent estate extends into the 2040s. We are raising a $41M Series B to fund two confirmatory Phase II inflection points within ~24 months. We seek strategic partnerships, licensing discussions, and Series B investors.",Private,https://www.aiviva.com,,oncology,True,3
"PinotBio, Inc.",,,Private,https://www.pinotbio.com,,oncology,False,0
Biogen,,,Public,https://www.biogen.com,,oncology,False,0
Sinocelltech Ltd.,,,Public,https://www.sinocelltech.com/,"SinoCellTech is one of China’s leading biopharma companies specializing in innovative biologics and vaccines. It has 2300 employees and generated US $360 million in total revenue in 2024. Its stock has been listed on Shanghai Stock Exchange since 2020. More than 20 preclinical and clinical stage programs are under development, supported by our 800+ dedicated R &D staff. Our therapeutic areas inclu",oncology,False,0
Recursion,,,Public,https://www.recursion.com/,"Recursion is a clinical-stage TechBio employing a suite of tools and technologies which combine automation, experimental biology and chemistry, and AI to rapidly discover and advance drug development candidates for diseases with high unmet need. **Kindly, no requests from CROs or Service Providers**"":",oncology,False,0
Laboratorio Elea Phoenix S.A.,,,Private,https://www.elea.com,"Elea Phoenix. is a top Argentinean Laboratory that has been researching and developing trustworthy and innovative medicines for a wide range of medical specialities since 1939."" [e157]",oncology,False,0
"SynDevRx, Inc",,,Private,https://www.syndevrx.com,"SynDevRx is a clinical-stage oncology company with a differentiated mechanism and compelling Phase 2 proof-of-concept data in metastatic HR+/HER2− and mTNBC metastatic breast cancers. Evexomostat, our lead asset with potent anti-angiogenic activity, demonstrated clinical benefit in heavily pretreated PI3K/AKT/PTEN-altered patients at ASCO 2026, including ESR1 mutation suppression, favorable tolera",oncology,True,2
Adventris,,,Private,https://www.adventris.com/,"Adventris is developing a new class of engineered antigen therapeutics. Our lead program targets common KRAS mutations and uses proprietary antigen engineering technology licensed from Johns Hopkins to substantially strengthen the naturally weak T cell responses against these oncogenic drivers."" [e172]:",oncology,False,0
Scribe Therapeutics,,,Private,https://www.scribetx.com,"Scribe Therapeutics is a genetic medicines company unlocking the potential of CRISPR to transform human health."" [e179]:",oncology,False,0
Skinosive,,,Private,https://www.skinosive.com,Skinosive is a science-driven dermo-cosmetics biotechnology company developing a technology platform in skin photoprotection. Skinosive’s technology enables long-acting skin UV protections and effective sunscreens that prevent chemicals from being absorbed into the skin and the bloodstream. This innovation aims to reduce drastically cancer and skin damages due to the sun exposure. While innovation,oncology,True,1
